Elf Code,Electrolyte,CE (%),LCE,Solvent_1,Solvent_2,Solvent_3,Solvent_4,Solvent_5,Salt_1,Salt_2,Salt_3,Method,Current (mA/cm2),Capacity (mAh/cm2),Cycle,Reference
329,"1.25 M LiPF6 symF-DEC/FEC/VC (8/2/0.5, v)",96.85,1.502,O=C(OCC(F)(F)(F))OCC(F)(F)(F):5.089026366,C1C(OC(=O)O1)F:2.61142796,C1=COC(=O)O1:0.7471086895,,,[Li+].F[P-](F)(F)(F)(F)F:1.25,,,Aurbach,0.5,1,10,87
330,1.5 M LiFSI DMOTFS,99.10,2.046,CO[Si](C)(CCC(F)(F)F)OC:5.389369592089,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,0.5,10,88
331,"1 M LiPF6 EC/DEC (1/1, v/v) + 5v% FEC",98.00,1.699,C1COC(=O)O1:7.49471963,O=C(OCC)OCC:4.126809447,C1C(OC(=O)O1)F:0.685499839704302,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,89
332,"1 M LiPF6 EC/DEC (1/1, v/v) + 5v% DFEC",97.40,1.585,C1COC(=O)O1:7.49471963,O=C(OCC)OCC:4.126809447,FC1OC(=O)OC1F:0.612705578845534,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,89
333,[LiFSI]1[EmimFSI]2[BnF(FB)]0.55,99.57,2.367,C1=CC=C(C=C1)F:0.55,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,0.5,1,50,90
334,[LiFSI]1[EmimFSI]2[BnOCF(TFMB)]0.55,99.54,2.337,C1=CC=C(C=C1)OC(F)(F)F:0.55,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,0.5,1,50,90
335,[LiFSI]1[EmimFSI]2[BTFE]2,99.20,2.097,C(C(F)(F)F)OCC(F)(F)F:2,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,0.5,0.5,11,91
336,[LiFSI]1[Pyr14FSI]2[BTFE]2,98.80,1.921,C(C(F)(F)F)OCC(F)(F)F:2,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCCC[N+]1(CCCC1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,0.5,0.5,11,91
337,"[LiFSI]1[EmimFSI]2[dFBn(1,2-FB)]2",99.15,2.071,C1=CC=C(C(=C1)F)F:2,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,0.5,0.5,10,92
338,"[LiFSI]1[EmimFSI]2[dFBn(1,2-FB)]2",98.87,1.947,C1=CC=C(C(=C1)F)F:2,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,1,1,10,92
339,"[LiFSI]1[EmimFSI]2[dFBn(1,2-FB)]2",98.16,1.735,C1=CC=C(C(=C1)F)F:2,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,2,2,10,92
340,"[LiFSI]1[EmimFSI]2[dFBn(1,2-FB)]2",98.11,1.724,C1=CC=C(C(=C1)F)F:2,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,3,3,10,92
341,[LiFSI]1[EmimFSI]2,95.53,1.350,,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,0.5,0.5,10,92
342,[LiFSI]1[EmimFSI]2,95.94,1.391,,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,CCN1C=C[N+](=C1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:2,,Aurbach,1,1,10,92
343,LiFSI-1.2DMC-0.75TFEOTf,99.61,2.409,COC(=O)OC:1.2,C(C(F)(F)F)OS(=O)(=O)C(F)(F)F:0.75,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,93
344,LiFSI-1.2DMC-0.5TFEOTf,99.59,2.387,COC(=O)OC:1.2,C(C(F)(F)F)OS(=O)(=O)C(F)(F)F:0.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,93
345,LiFSI-1.2DMC-1TFEOTf,99.57,2.367,COC(=O)OC:1.2,C(C(F)(F)F)OS(=O)(=O)C(F)(F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,93
346,1 M LiFSI 0.2 M LiNO3 DOL,99.20,2.097,O1CCOC1:14.3092416101947,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,,Aurbach,0.5,1,10,94
347,1 M LiFSI 0.2 M LiNO3 MODOL,99.60,2.398,COC1OCCO1:10.4899135446686,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,,Aurbach,0.5,1,10,94
348,2 M LiFSI THP,99.40,2.222,C1CCOCC1:10.2171136653895,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,1,1,30,95
349,"2 M LiFSI THP/TTE (9/1, v,v)",99.60,2.398,C1CCOCC1:9.195402303,FC(F)C(F)(F)COC(F)(F)C(F)F:0.660240777,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,1,1,30,95
350,1 M LiPF6 in EC/DMC/FEC (10 : 10 : 1 v) 0.1 M LiTFA 0.1 M LiNO3,98.20,1.745,C1COC(=O)O1:7.13782821904762,COC(=O)OC:5.65647338571429,C1C(OC(=O)O1)F:0.65285699,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.1,[Li+].C(=O)(C(F)(F)F)[O-]:0.1,Cycle,0.5,1,100,96
351,1.0 M LiFSI in FEC:FEMC:DME (3:3:2 v/v) and 0.5 wt% LiNO3,96.00,1.398,C1C(OC(=O)O1)F:5.14124879778226,COC(=O)OCC(F)(F)F:3.17877024291498,COCCOC:2.40790057700843,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.1027306019,,Cycle,1,1,150,97
352,4LiDFOB-1 18-Crown-6,94.00,1.222,O1CCOCCOCCOCCOCCOCC1:1,,,,,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:4,,,Aurbach,0.1,0.1,10,98
353,1 M LiFSI DEE,99.22,2.108,CCOCCOCC:7.12520732491622,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,0.5,50,99
354,2 M LiFSI DEE,99.45,2.260,CCOCCOCC:7.12520732491622,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,0.5,50,99
355,4 M LiFSI DEE,99.57,2.367,CCOCCOCC:7.12520732491622,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:4,,,Aurbach,0.5,0.5,50,99
356,"2 M LiFSI PhH/DEE (1:1, v)",99.70,2.523,C1=CC=CC=C1:5.607476635,CCOCCOCC:3.5626036625,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,0.5,50,99
357,3.2 M LiFSI TEP,96.10,1.409,CCOP(=O)(OCC)OCC:5.88516247330541,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3.2,,,Aurbach,1,1,9,100
358,1.2 M LiFSI TEP:BTFE (1:3),99.20,2.097,CCOP(=O)(OCC)OCC:1.78903,C(C(F)(F)F)OCC(F)(F)F:5.36709,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,,,Aurbach,1,1,9,100
359,"1.2 M LiPF6 FEC/EMC (1/5, v)",96.80,1.495,C1C(OC(=O)O1)F:2.28499946568101,CCOC(=O)OC:8.05284459130613,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,Aurbach,0.5,1,50,101
360,"1.2 M LiPF6 FEC/FEMC (1/5, v)",97.30,1.569,C1C(OC(=O)O1)F:2.28499946568101,COC(=O)OCC(F)(F)F:7.0639338731444,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,Aurbach,0.5,1,50,101
361,"4.5 M LiFSI FEC/FEMC/TTE (1/5/2, v)",98.50,1.824,C1C(OC(=O)O1)F:1.71374959926075,COC(=O)OCC(F)(F)F:5.2979504048583,FC(F)C(F)(F)COC(F)(F)C(F)F:1.6506019424169,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:4.5,,,Aurbach,0.5,1,50,101
362,1 M LiTFSI DME,77.10,0.640,COCCOC:9.631602308,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,1,1,10,102
363,"1 M LiTFSI DME/FEC (5/5, v)",98.23,1.752,COCCOC:4.815801154,C1C(OC(=O)O1)F:6.85499839704302,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,1,1,10,102
364,"1 M LiPF6 FEC/F6DEC (3/7, v)",98.80,1.921,C1C(OC(=O)O1)F:4.11299903822581,O=C(OCC(F)(F)(F))OCC(F)(F)(F):4.67554297341531,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Cycle,0.5,1,300,103
365,"1 M LiPF6 EC/DEC/TEP (1/1/1, v) + 5wt% FEC",94.42,1.253,C1COC(=O)O1:4.99647975290137,O=C(OCC)OCC:2.75120629814611,CCOP(=O)(OCC)OCC:1.96172082443514,C1C(OC(=O)O1)F:0.6007497753,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,1,1,10,104
366,"1 M LiPF6 EC/DEC/TEP (1/1/1, v) + 5wt% FEC + 0.2 M LiNO3",98.26,1.759,C1COC(=O)O1:4.99647975290137,O=C(OCC)OCC:2.75120629814611,CCOP(=O)(OCC)OCC:1.96172082443514,C1C(OC(=O)O1)F:0.6007497753,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,,Aurbach,1,1,10,104
367,"1 M LiPF6 EC/DEC/TEP (1/1/1, v) + 5wt% FEC + 0.4 M LiNO3",99.12,2.056,C1COC(=O)O1:4.99647975290137,O=C(OCC)OCC:2.75120629814611,CCOP(=O)(OCC)OCC:1.96172082443514,C1C(OC(=O)O1)F:0.6007497753,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.4,,Aurbach,1,1,10,104
368,"1 M LiFSI DME/DMCF3SA (3/7, v) 1wt% LiDFBP 1wt% LiNO3",98.40,1.796,COCCOC:2.88948069241012,CN(C)S(=O)(=O)C(F)(F)F:5.53203499858877,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[P-](F)(F)12(OC(=O)C(=O)O1)OC(=O)C(=O)O2:0.05666812227,[Li+].[N+](=O)([O-])[O-]:0.2070297317,Cycle,1,2,200,105
369,"1 M LiFSI DME/TFSPP (3/7, v) 1wt% LiDFBP 1wt% LiNO3",99.60,2.398,COCCOC:2.88948069241012,C1CCCN(C1)S(=O)(=O)C(F)(F)F:4.3506284241057,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[P-](F)(F)12(OC(=O)C(=O)O1)OC(=O)C(=O)O2:0.05527868201,[Li+].[N+](=O)([O-])[O-]:0.2019535895,Cycle,1,2,200,105
370,1LiFSI:2.27TG ,98.37,1.788,COCCOCCOCCOCCOC:2.27,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,106
371,1LiFSI:0.61TG:1.98TTE,99.16,2.076,COCCOCCOCCOCCOC:0.61,FC(F)C(F)(F)COC(F)(F)C(F)F:0.98,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,106
372,"1 M LiPF6 EC:DEC (1:1, v)",86.77,0.878,C1COC(=O)O1:7.494719629,O=C(OCC)OCC:4.126809447,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,1,1,10,107
373,"1.5 M LiDFOB FEC : TEP (1 : 2, v)",95.84,1.381,C1C(OC(=O)O1)F:4.56999893136201,CCOP(=O)(OCC)OCC:4.11961373131379,,,,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:1.5,,,Aurbach,1,1,10,107
374,"1.5 M LiDFOB FEC : TFP (1 : 2, v)",99.10,2.046,C1C(OC(=O)O1)F:4.56999893136201,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F:3.02525648850525,,,,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:1.5,,,Aurbach,1,1,10,107
375,2 M LiFSI TMPS,99.46,2.268,CCC[Si](OC)(OC)OC:5.72228648,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,1,1,60,108
376,1.5 M LiFSI TFTMS,99.80,2.699,CO[Si](CCC(F)(F)F)(OC)OC:5.232531501,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,1,1,60,108
377,1 M LiFSI DTDL,97.80,1.658,COC1(OCC(O1)C(F)(F)F)OC:6.480977589,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,300,109
378,"1 M LiPF6 in FEC/FEMC/TTE (2:6:2, v)",95.80,1.377,C1C(OC(=O)O1)F:2.74199935881721,COC(=O)OCC(F)(F)F:5.08603238866397,FC(F)C(F)(F)COC(F)(F)C(F)F:1.32048155393352,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Cycle,1,1,70,110
379,"1 M LiDFOB + 0.5 M LiNO3 DME/PFPN (7:3, v)",96.20,1.420,COCCOC:6.74212161562361,CCOP1(=NP(=NP(=N1)(F)F)(F)F)F:1.70188006836612,,,,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.5,,Cycle,1,1,120,110
380,1.8 M LiFSI DME,99.23,2.114,COCCOC:9.63160230803373,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.8,,,Aurbach,0.5,1,10,111
381,1LiFSI:1.2DME:3TFSF,99.62,2.420,COCCOC:1.2,C(C(F)(F)F)OS(=O)(=O)C(F)(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,111
382,1LiPF6:4FEC:4F3DEC,97.80,1.658,C1C(OC(=O)O1)F:4,O=C(OCC(F)(F)(F))OCC:4,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,112
383,1LiPF6:3.8FEC:3.8F3DEC:0.4PFPN,98.20,1.745,C1C(OC(=O)O1)F:3.8,O=C(OCC(F)(F)(F))OCC:3.8,CCOP1(=NP(=NP(=N1)(F)F)(F)F)F:0.4,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,112
384,1LiFSI:2.4DME:4.8PFPN,98.80,1.921,COCCOC:2.4,CCOP1(=NP(=NP(=N1)(F)F)(F)F)F:4.8,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,250,113
385,1 M LiFSI THF2,98.04,1.708,CC1CCCO1:9.91593516325299,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,114
386,1 M LiFSI THF2/TTE,99.31,2.161,CC1CCCO1:2.08756529747368,FC(F)C(F)(F)COC(F)(F)C(F)F:5.21242718684211,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,114
387,1 M LiFSI THF2/TTE/FMP,99.65,2.456,CC1CCCO1:2.08756529747368,FC(F)C(F)(F)COC(F)(F)C(F)F:4.34368932236842,C(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F:0.668715630040668,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,114
388,"1 M LiPF6 EC/EMC/DMC/TFEC (1/3, 1/3, 1/3, 0.05, w)",98.70,1.886,C1COC(=O)O1:4.227407963,CCOC(=O)OC:3.575981711,COC(=O)OC:4.132796021,C(C(F)(F)F)OC(=O)OCC(F)(F)F:0.2805900072,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,115
389,1 M LiFSI F2DEM,99.80,2.699,FCCOCOCCF:8.778190123,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,0.5,10,116
390,2 M LiFSI F2DEM ,99.30,2.155,FCCOCOCCF:8.778190123,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,0.5,10,116
391,1.75 M LiFSI F2DEM,99.53,2.328,FCCOCOCCF:8.778190123,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.75,,,Aurbach,0.5,1,10,117
392,1.7 M LiFSI DEM,99.19,2.092,CCOCOCC:7.97887662,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.7,,,Aurbach,0.5,1,10,117
393,"1 M LiFSI in FEC/EMC (1:1, v)",97.95,1.688,C1C(OC(=O)O1)F:6.854998397,CCOC(=O)OC:4.83170675478368,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,118
394,"1 M LiFSI in EMC/FEC/D2 (1.5:1.5:7, v)",98.40,1.796,CCOC(=O)OC:1.449512026,C1C(OC(=O)O1)F:2.056499519,C(C(F)(F)F)OC(C(F)F)(F)F:5.20283509277031,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,118
395," 1 M LiFSI in EMC/FEC/DTF (1.5:1.5:7, v)",98.65,1.870,CCOC(=O)OC:1.449512026,C1C(OC(=O)O1)F:2.056499519,C(C(F)F)OS(=O)(=O)C(F)(F)F:5.26691887347625,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,118
396,"1 M LiTFSI FDMA/EC (1:1, v)",92.10,1.102,CN(C)C(=O)C(F)(F)F:4.464981786,C1COC(=O)O1:7.494719629,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,0.5,10,119
397,"1 M LiTFSI FDMA/FEC (1:1, v)",97.50,1.602,CN(C)C(=O)C(F)(F)F:4.464981786,C1C(OC(=O)O1)F:6.854998397,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,0.5,10,119
398,"1 M LiTFSI FDMA/DFEC (1:1, v)",99.10,2.046,CN(C)C(=O)C(F)(F)F:4.464981786,FC1OC(=O)OC1F:6.127055788,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,0.5,10,119
399,"1 M LiTFSI EC/DEC/DFB (1:1:4, v)",96.89,1.507,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,C1=CC=C(C(=C1)F)F:6.7782744616823,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
400,"1 M LiTFSI EC/DEC/FB (1:1:4, v)",96.27,1.428,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,C1=CC=C(C=C1)F:7.07596253902185,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
401,"1 M LiTFSI EC/DEC/Furan (1:1:4, v)",95.66,1.363,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,C1=COC=C1:9.16703393565448,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
402,"1 M LiTFSI EC/DEC/AN (1:1:4, v)",94.53,1.262,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,CC#N:12.763677108199,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
403,"1 M LiTFSI EC/DEC/Ethoxybenzene (1:1:4, v)",92.31,1.114,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,CCOC1=CC=CC=C1:5.27723204540493,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
404,"1 M LiTFSI EC/DEC/Dibenzyl Ether (1:1:4, v)",90.61,1.027,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,C1=CC=C(C=C1)COCC2=CC=CC=C2:3.50717912505464,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
405,"1 M LiTFSI EC/DEC/1,4-DX (1:1:4, v)",88.02,0.922,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,O1CCOCC1:6.91928587747642,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
406,"1 M LiTFSI EC/DEC/Diethy Ether, (1:1:4, v)",89.62,0.984,C1COC(=O)O1:2.49823987645068,CCOCC:1.37560314907306,CCOCC:6.41662169454938,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,Aurbach,0.5,1,10,120
407,"1 M LiPF6 FEC/FEMC(3:7, v)",98.70,1.886,C1C(OC(=O)O1)F:4.11299903822581,COC(=O)OCC(F)(F)F:5.9337044534413,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.5,1,10,121
408,"2 M LiFSI (1,2-dimethoxypropane) DMP",99.20,2.097,COCC(C)OC:8.20931349,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,122
409,2 M LiFSI TFDMP,99.60,2.398,COCC(C(F)(F)(F))OC:7.08322792815583,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,123
410,2 M LiFSI BFE,99.75,2.602,C(F)COCCF:8.900756564,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,124
411,0.9 M LiFSI DMM,99.30,2.155,COCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.9,,,Aurbach,0.5,1,10,125
412,3 M LiFSI DMM,99.40,2.222,COCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,0.5,1,10,125
413,0.9 M LiFSI DEM,99.20,2.097,CCOCOCC:7.97887662,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.9,,,Aurbach,0.5,1,10,125
414,3 M LiFSI DEM,99.30,2.155,CCOCOCC:7.97887662,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,0.5,1,10,125
415,1 M LiFSI-0.2 M LiNO3- 0.3 M LiSTFSI in DME,98.55,1.839,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.3,Aurbach,0.5,1,10,126
416,1 M LiFSI-0.2 M LiNO3 in DME ,98.13,1.728,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.2,,Aurbach,0.5,1,10,126
417,1.2 M LiFSI BMC,95.80,1.377,COCCOC(=O)OCCOC:5.999551016,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,,,Aurbach,0.5,1,10,127
418,1.2 M LiFSI BMC + 0.75 wt% LiNO3 ,98.30,1.770,COCCOC(=O)OCCOC:5.999551016,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,[Li+].[N+](=O)([O-])[O-]:0.1406980421,,Aurbach,0.5,1,10,127
419,1.2 M LiFSI BMC + 1 wt% LiDFBP,97.20,1.553,COCCOC(=O)OCCOC:5.999551016,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,[Li+].[P-](F)(F)12(OC(=O)C(=O)O1)OC(=O)C(=O)O2:0.05134910679,,Aurbach,0.5,1,10,127
420,1.2 M LiFSI BMC + 0.75 wt% LiNO3 + 1 wt% LiDFBP,99.40,2.222,COCCOC(=O)OCCOC:5.999551016,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,[Li+].[N+](=O)([O-])[O-]:0.1406980421,[Li+].[P-](F)(F)12(OC(=O)C(=O)O1)OC(=O)C(=O)O2:0.05134910679,Aurbach,0.5,1,10,127
421,1.2 M LiFSI DME + 0.75 wt% LiNO3 + 1 wt% LiDFBP,98.90,1.959,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.2,[Li+].[N+](=O)([O-])[O-]:0.1188343727,[Li+].[P-](F)(F)12(OC(=O)C(=O)O1)OC(=O)C(=O)O2:0.0433697499,Aurbach,0.5,1,10,127
422,1 LiFSI - 1.2 DME - 2 MFSI (methyl bis(fluorosulfonyl)imide),99.11,2.051,COCCOC:1.2, S(F)(=O)(=O)N(C)S(=O)(=O)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,128
423,"1 LiFSI - 1.2 DME - 7 TFF (3,3,4,4-tetrafluorotetrahydrofuran)",99.59,2.387,COCCOC:1.2,C1(F)(F)C(F)(F)COC1:7,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,128
424,1.6 M LiFSI AzTFSA (1-azetidine trifluoromethanesulfonamide),99.40,2.222,C(F)(F)(F)S(=O)(=O)N1CCC1:6.872488898,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.6,,,Aurbach,0.5,0.5,10,129
425,1.6 M LiFSI PyTFSA (1-pyrrolidine trifluoromethanesulfonamide),99.20,2.097,C(F)(F)(F)S(=O)(=O)N1CCCC1:6.398897421,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.6,,,Aurbach,0.5,0.5,10,129
426,1 M LiFSI PiTFSA (1-piperidine trifluoromethanesulfonamide),98.70,1.886,C(F)(F)(F)S(=O)(=O)N1CCCCC1:5.986369497,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,0.5,10,129
